,Text,Clase
1162,".@educaciocat posa en marxa #UsApps la web app de denúncia de les situacions de violència en els centres educatius 
#LesEscolesLliuresDeViolències 
https://t.co/bUbVXg6jyq https://t.co/c9HWaaa5NK",educacio
1163,"Hem superat els 3 milions de vacunes posades en primera dosi i el 80% de cobertura en majors de 50 anys, que signifiquen el 99% defuncions i el 85% UCI.

A més, 1.765.461 persones ja tenen la pauta de vacunació completada. 💪👏

#JoEmVacuno https://t.co/juU6upRhxk",autopromocio
1164,"Avui, #DiaMundialMediAmbient, he visitat l’Estany d'Ivars i Vila-sana, exemple d’hàbitat natural recuperat. La lluita contra l’emergència climàtica i la defensa de la biodiversitat és prioritat del @govern i del país. https://t.co/XSjR8kAxZC",autopromocio
1165,"#President @perearagones, a l'equip del @FCBfemeni: ""Heu trencat tots els sostres de vidre en l'àmbit de l'esport, però també en el social"" @esportcat https://t.co/VAXVnKD8Fy",autopromocio
1166,"El #president @perearagones anuncia que el #Govern atorgarà la Medalla d'Or de la Generalitat a Arcadi Oliveres 
 https://t.co/Hv3WZxYAM2",autopromocio
1167,"Una abraçada ben forta @quimforn i el més sentit condol a tota la família. Perdre una mare és molt dur i, encara més, amb la injusta presó que pateixes. Lluitarem per la vostra llibertat!",presidencia
1168,"📸 El #president @perearagones acompanyat de l'#alcalde @TGNAjuntament @pauricoma
ha visitat el mercat municipal de Torreforta. Després s'ha reunit amb representants de les federacions de veïns de Tarragona i de les Associacions veïnals federades Tarragona segle XXI https://t.co/rC42e8V6nk",cultura
1169,".@salutcat intensifica el ritme de vacunació a #Catalunya, amb prop de 250.000 dosis en tres dies #Covid19 https://t.co/kOXxDaeRR1",autopromocio
1170,"📸 El #president @perearagones ha presidit la primera reunió del Consell del Diàleg Social de #Catalunya de la legislatura, acompanyat dels #consellers @rogertorrent i Jaume Giró https://t.co/QAkZxFZ014",autopromocio
1171,"Avui he tingut l'ocasió de presentar la nova Conselleria d’Igualtat i Feminismes al @parlamentcat. Encara estem en construcció, però sabem el que hem vingut a fer.

[Obrim fil]",autopromocio
1172,"VOX té un concepte de seguretat propi dels anys 60. I avui la seguretat són moltes coses, com ara la pedagogia sobre noves violències, la mediació o l'atenció a la ciutadania que fan cada dia milers de servidors públics. https://t.co/nzLY8vIEnw",autopromocio
1173,L'alliberament dels presos polítics i el lliure retorn dels exiliats és un clam cada vegada més unànime. De nou Europa evidencia la repressió i qüestiona durament la justícia espanyola. No deixarem de treballar per la llibertat de tots i totes. Fins el final! https://t.co/EUbmUSFfRx,autopromocio
1174,"Hem de posar fi a les violències masclistes. Prou feminicidis. Vull expressar el més sentit condol a la família de la víctima. Des del Govern, i amb el Departament d'Igualtat i Feminismes al capdavant, treballarem incansablement per acabar amb aquesta xacra. https://t.co/LUf6992dNV",igualtat i feminismes
1175,"Agraïm l'encoratjament expressat per la majoria de grups parlamentaris a la Conselleria d'Igualtat i Feminismes. 
El president @perearagones ha deixat molt clar que aquest és un Govern compromès amb el #feminisme i que les polítiques d'igualtat impregnaran tota l'acció de govern. https://t.co/1Nn1jjRm2g",autopromocio
1176,"Gràcies als mestres, professorat, als equips directius, professionals PAS, l'alumnat, a @salutcat, a les famílies i als ajuntaments. L'obertura de les escoles ha estat un èxit col•lectiu i compartit. El sistema educatiu català ha estat a l'alçada. Gràcies! https://t.co/ysNMWazf87",autopromocio
1177,"🔊Les persones nascudes entre el 1972 i 1976 ja poden demanar cita per vacunar-se.

👉Consulta les dates disponibles i demana dia i hora a https://t.co/dc3xFWjIgv

Vacunar-nos és una responsabilitat col·lectiva 💪
#Joemvacuno https://t.co/dAJD0HeBEB",salut
1178,"▶ #President @perearagones: ""He format un #Govern independentista i de progrés que governarà per a tothom. Per tots i totes. Sense cap mena d’exclusió. Perquè per damunt de tot, som el #Govern de #Catalunya"" @parlamentcat https://t.co/4vUfyC0QUQ",autopromocio
1179,"El #Govern aprova noves millores en les mesures de contenció de la #COVID19 @salutcat @interiorcat
 https://t.co/L6Z3mgqFnA",salut
1180,"Com no podia ser de cap altra manera, el Tribunal General de la Unió Europea retorna la immunitat a @KRLS, @toni_comin i @ClaraPonsati. És una molt bona notícia per l'independentisme i la democràcia. Europa ens fa arribar la justícia. Seguim endavant. https://t.co/oCgafWoIJc",presidencia
1181,"▶ #President @perearagones: ""Com fan altres institucions arreu del món, el #Govern tindrà una portaveu professional, formada en l’àmbit de la comunicació, que traslladarà a la ciutadania i als mitjans els acords de govern i els posicionaments oficials"" https://t.co/Xo6ncE2pFr",autopromocio
1182,"El #president @perearagones anuncia la creació d'un grup de treball per garantir el dret a l'habitatge i evitar situacions de desnonament

👉 https://t.co/bgvXrzb0DH https://t.co/hS9sjJVXn5",autopromocio
1183,"Enhorabona campiones. Sou les millors i el millor exemple. 
Visca el @FCBfemeni! https://t.co/W39Mvt59z7",autopromocio
1184,No podem callar davant la #LGBTIfòbia. Màxima condemna. I tot el suport a les víctimes. https://t.co/gxkwo6vNhP,justicia
1185,"🫂 El suport emocional és un dels aspectes importants per a les persones que viuen amb Esclerosi Múltiple. #DiaMundialEsclerosiMúltiple

És coneguda com ""la malaltia de les mil cares"" perquè, segons les àrees en què afecti, els símptomes són variants.

ℹ️ https://t.co/bfM0Qg7bNV https://t.co/1WWn7lSrSU",autopromocio
1186,"Avui he fet el meu primer acte oficial com a consellera a la reVolta, la Volta Ciclista femenina a Catalunya, a Sant Cugat del Vallès. Aquesta serà la legislatura de l’esport femení https://t.co/6yMUOu4pE6",autopromocio
1187,Gran final de la Copa d'Europa Femenina d'Hoquei Patins entre @hcpalau i @cpvoltrega! L’esport català i femení fent història. Enhorabona a les campiones! #OKEuroF https://t.co/MHrg3sPr8C,autopromocio
1188,"""Abans de les vacances d’estiu s’ha de posar en marxa la taula de negociació.”

Entrevista al @diariARA 👇🏼 https://t.co/TU5bUNeMoE",educacio
1189,"És una bona notícia que per primer cop el govern tingui un Departament dedicat a les polítiques feministes. Sense igualtat real i efectiva no tindrem una societat justa. Molta sort, consellera @taniaverge! https://t.co/41uD3gdr0V",autopromocio
1190,"Vull agrair la predisposició del @FCBarcelona_cat a col·laborar en aquesta iniciativa. Ens ajuda a conscienciar la ciutadania i suposa un pas endavant, encara més, de vacunació massiva. Vacunar-se és important, ens protegeix a nosaltres i a tot el nostre entorn. https://t.co/tk3MY5x9Ux",autopromocio
1191,"📸 El #president @perearagones ha visitat l'exposició 'Puber' de @TanitPlana a @fotocanbaste, acompanyat de la consellera de @Cultura_cat, @natalia_garriga, i han passejat per Virrei Amat, on han visitat diversos comerços del barri @FabraCentre https://t.co/arcJLV1e6E",autopromocio
1192,"Aquell fatídic 17A ens ha marcat per sempre. Avui, més que mai, un record per a totes les víctimes i tot l’escalf a les famílies. I no oblidem tampoc la feina feta aquells dies pels cossos de seguretat i emergències. https://t.co/AT2kzcMnae",autopromocio
1193,"Comencem a treballar. Per la reconstrucció de les vides dels ciutadans de Catalunya després de la covid. Per a la resolució del conflicte polític amb l’Estat. Conselleres, consellers, ens hem compromès a transformar el país per fer-lo més just, pròsper, verd, feminista i lliure. https://t.co/TwmvHJHjCg",autopromocio
1194,"▶ #President @perearagones ""Conselleres i consellers, avui ens hem compromès a transformar el país per fer-lo més just, més pròsper, més verd, més feminista i plenament lliure. Tenim el futur de Catalunya a les nostres mans. Fem-nos dignes d’aquesta enorme responsabilitat"" https://t.co/Gtnrh7x440",autopromocio
1195,"#President @perearagones: ""El #Govern posarà en marxa de manera immediata un Pla integral de salut mental i emocional"" https://t.co/yvl9ZZyuHw",salut
1196,"Comença a caminar una nova Generalitat. Amb el compromís inequívoc de fer més fàcil, amable i feliç la vida de la ciutadania. Personalment, ho donaré tot per fer possible la Catalunya pròspera, justa, verda, feminista i lliure que volem per als nostres fills i filles. https://t.co/nLjiL6SkwL",presidencia
1197,"Enhorabona @PachecoJpacheco. Davant el repte de la reconstrucció econòmica i social del país, Govern i agents socials hem de treballar plegats. Per la justícia social i la llibertat, per no deixar ningú enrere.",autopromocio
1198,"Matí de dissabte amb la família a Pineda i Calella. Donar sang és donar vida. Un petit gest que ajuda molt, no ho dubteu! #EtsIMPRESCINDIBLE @donarsang Gràcies a l'equip de professionals i voluntaris! https://t.co/SifONqqcCl",autopromocio
1199,Em comprometo a exercir el càrrec de President de la Generalitat de Catalunya amb tota la humilitat personal i tota l'ambició col·lectiva. Amb mà estesa i amb determinació democràtica. Amb els valors republicans i sempre al servei de la ciutadania. Visca Catalunya Lliure! https://t.co/IsE8a2n4oy,autopromocio
1200,"Lucidesa i claredat, mai més ben dit.
Cal un canvi estructural al sistema energètic i que torni a ser públic allò que cal pel bé comú.
Bona feina @gabrielrufian @MartaRosiq 👏 https://t.co/KiP3vW3WLV",accio climatica alimentacio i agenda rural
1201,"En aquest sentit cal reivindicar la tasca docent del darrer curs i fer una crida, novament, als més joves perquè es vacunin 👉🏼 https://t.co/N3wbv00hKS o https://t.co/XtBoW1ED6Y

Treballem pel progrés del país amb l'Educació com a pilar fonamental.",autopromocio
1202,"La justícia europea torna a deixar en evidència la injustícia espanyola, aquesta vegada, a Escòcia. El suport de la comunitat internacional és imprescindible per culminar el nostre camí cap a la independència. Endavant, Clara! https://t.co/FSp0B4Q3vL",autopromocio
1203,"🔴 COL·LABORACIÓ CIUTADANA
Busquem el Martín Ezequiel Álvarez Giaccio com a persona relacionada amb la mort del seu fill a Barcelona.
Si teniu informació truqueu al @112 https://t.co/jLpWlQrhlR",justicia
1204,"El primer estiu en llibertat: dos mesos de l'indult als presos polítics 

✍️ @amnadal
https://t.co/ajZ3lDFeNb",justicia
1205,"""Per aconseguir la independència hem de ser els màxims garants de la negociació: ens ho demana tota la comunitat internacional, sense excepció” ⬇️

https://t.co/T3Z4eNwhUm",autopromocio
1206,"Avançant, segurament, pel camí més efectiu i vàlid: un referendum.
 L SNP i els Verds acorden de fer un referèndum d’independència en aquesta legislatura https://t.co/luNRDzZjeA",presidencia
1207,"Els indults són gratificants personalment, però la repressió continua i no oblidem que hi ha companys i companyes que no són a casa. https://t.co/wTyDkV0nNE",autopromocio
1208,"Oriol Junqueras, dos mesos després de l'indult: ""El millor camí per arribar a la independència és ser els campions d'aquest procés de negociació"" https://t.co/yOtEhjdYMd https://t.co/T8qvmwXfWk",presidencia
1209,Dos mesos després dels indults als presos independentistes: adaptació i plans de futur https://t.co/yOtEhjdYMd https://t.co/v3G4SF1xHE,presidencia
1210,"🎥[VÍDEO] Demà fa 2⃣ mesos que els🎗️ presos i preses polítiques van sortir de la presó

🗣️@ForcadellCarme i @junqueras han explicat a 📺@tv3cat com han sigut les primeres setmanes i quins plans de futur tenen 👇 https://t.co/55JDFubfTl",presidencia
1211,Què podem fer per promoure el català? https://t.co/B0MOERqeYV,autopromocio
1212,"🔴.@junqueras, President d’@Esquerra_ERC: “Cada vegada que parlem amb la comunitat internacional el que ens diuen es que si estan disposats a alguna cosa, és a intentar ajudar en l’àmbit antirepressiu, intentar ajudar en l’àmbit de la negociació”",autopromocio
1213,"@junqueras @Esquerra_ERC 🔴.@junqueras, President d’@Esquerra_ERC: “Si poguéssim fer tot el que volem fer amb totes les eines possibles, encara ho faríem millor. I les millors eines possibles son les eines d’un estat”",autopromocio
1214,"""La República havia fet veritables ciutadans"", reivindicava la Victòria Pujolar Amat. Republicana i antifeixista, va ser pionera en emprar el català a la ràdio La Pirenaica 📻.

Us animo a descobrir-la i a celebrar el centenari del seu naixement!🎂👇🏼

#AnyVictòriaPujolarAmat https://t.co/GjtKwgB8m0",presidencia
1215,"🔴 Ara, Oriol @junqueras a 📻@vialliure: ""En aquests 10 anys hem aconseguit èxits i a vegades hem pagat preus individuals i col·lectius força alts. Sabíem que la presó formava part del camí cap a la llibertat col·lectiva del país✊""",autopromocio
1216,"🎥[VÍDEO] #president @perearagones: ""Tenim una obligació humanitària davant la situació que viu Afganistan, on Catalunya pot oferir refugi i acollida"" https://t.co/gRhCZJqdGI",autopromocio
1217,"Hem superat els dies més crítics per risc d’incendi dels últims 18 anys. El precedent de Grècia i d’Itàlia, la implicació de la ciutadania, els voluntaris i els serveis d’emergències han evitat una tragèdia de dimensió descomunal. Gràcies! Ara, sobretot, no abaixem la guàrdia. https://t.co/XtOdj5VpC4",autopromocio
1218,"'L’experiència carcerària d’Oriol Junqueras l’ha dut a omplir les llargues hores de solitud amb l’escriptura i la reflexió a 'Contra l'adversitat' (@arallibres)'

https://t.co/w3EwBridB5",autopromocio
1219,"Molt agraït per les paraules d'en Xavier Vega en aquest article de @nuvol_com, sobre les meves publicacions des de la presó. Espero que en gaudiu! https://t.co/4PnIdWP59s",autopromocio
1220,"Quatre anys del #17A, del terror impactant al nostre país i d’una resposta col·lectiva exemplar liderada per @mossos i serveis d’emergències. El meu record a totes les víctimes.",autopromocio
1221,Avui fa quatre anys dels atemptats de Barcelona i Cambrils. Una barbàrie que no s’hauria de repetir mai més ni a Catalunya ni enlloc del món. Tota la solidaritat amb les víctimes del #17A,autopromocio
1222,"Avui fa 4 anys dels atemptats de Barcelona i Cambrils, una barbàrie que ens ha marcat per sempre. Un sentit record per a les víctimes i tot l'escalf per a les famílies. No us oblidem.

Catalunya és un lloc de pau. #17A",autopromocio
1223,"Avui fa 4 anys, la solidaritat va vèncer la por. Recordarem sempre el 17 d’agost per la força, la determinació i el ferm compromís per la pau del poble de Catalunya. Un sentit record per als que ens van deixar i una forta abraçada a les seves famílies. #17A",justicia
1224,"Per primera vegada el @govern obre una línia d’ajuts per a la contractació de persones trans*, dotada amb 4 milions d’euros. Un pas més per construir una societat més justa i igualitària. #MésTreball #MésOportunitats https://t.co/3Qmuxpdwg1",autopromocio
1225,"Una abraçada, Jordi! A tu i a tota la teva família! https://t.co/fT9vPPzqIy",salut
1226,"A partir de demà dimecres, màxima precaució i responsabilitat davant d’un risc d’incendis que serà extrem. Si veus una columna de fum, truca al 112 https://t.co/45CTrpkj9v",salut
1227,"Gràcies per aquest somni. Gràcies per tot el que ens has donat. Gràcies per sentir els colors com ho has fet cada dia d’aquests 21 anys. Catalunya sempre serà casa teva i de la teva família. Torna aviat, Leo Messi!",salut
1228,Hem gaudit amb la Marta d'uns dies en família. Gràcies per tot. No pararem de treballar fins la llibertat de totes les persones exiliades i fins la llibertat del nostre país. T'estimem! https://t.co/9pgcUK4vBv,presidencia
1229,"Tot el suport, Pol. La repressió no ens farà defallir! https://t.co/tvOTmeAHqm",justicia
1230,La nostra proposta és clara i és el que demana la immensa majoria de la ciutadania de Catalunya: amnistia i autodeterminació. Encara és hora de saber quina proposta té el govern espanyol per als catalans i les catalanes👇🏻 https://t.co/v56CHesXD9,presidencia
1231,"A solidariedade é a tenrura dos Pobos. É a Oriol @junqueras querémolo en Galiza como se notou onte no sentido aplauso na Praza da Quintána, emocionounos. https://t.co/JYKflzJoPE",presidencia
1232,"🎥 [VÍDEO] Oriol @junqueras, a @EFEnoticias:
 ""La proposta més generosa per a la societat catalana és un referèndum d'autodeterminació""

📲 Llegeix l'entrevista, aquí 👇
https://t.co/OFF8QGmhYs https://t.co/8NgbOXiRjf",autopromocio
1233,Emotiva ovación na Quintana a @junqueras. Sen palabras! 🥰 https://t.co/MA0xFgN2eP,presidencia
1234,"Tot el meu suport a les persones voluntàries i a tot l’equip que treballa en l’incendi que afecta Bellprat, les Piles i Santa Coloma de Queralt. Són terres que estimo i que he trepitjat moltes vegades, pels vincles familiars que m’hi uneixen. Molts ànims a la gent del territori!",autopromocio
1235,"Un plaer haver pogut tornar a Galiza, on estic convençut que el camí de l’autodeterminació i la independència serà, també, inevitable. Grazas e ata pronto @obloque https://t.co/aqSnwbJoKC",autopromocio
1236,"🎥 [VÍDEO] Oriol @junqueras des de 📍Galiza: ""Estem convençuts que la #RepúblicaCatalana no només és possible, sinó que és inevitable ✊. I no hi ha camí més ràpid i més efectiu ✅ que el del reconeixement internacional"" https://t.co/MfDGs9c01g",autopromocio
1237,".@junqueras «O noso obxectivo é simple: defender un principio democrático. Cando un país se expresa de forma clara e pacífica nun determinado fin, é imprescindíbel que este fin se concrete. A república catalá non só é posíbel, é inevitábel.» https://t.co/WqP1oJ2E70",autopromocio
1238,"Demà tindré la sort de poder tornar a Galiza en el marc de la Patria Galega. Hi seré amb l’@anaponton, l’@anamirandapaz i el @rubencela, amb qui compartim la lluita per la justícia social i la llibertat dels nostres pobles https://t.co/bEcFkIAEI4",autopromocio
1239,"Este sábado 24, a partir das 13h. non perdas a palestra ""Solidariedade e autodeterminación"", na que participarán @rubencela @anamirandapaz @junqueras e @anaponton. 

Podes seguila a través de...
👉 YT https://t.co/u2MiaPNV82
👉 FB https://t.co/CT2VMNVDsa

E tamén en Twitter. https://t.co/xHUPQPthya",autopromocio
1240,"ENTREVISTA |  Junqueras acusa al PP de usar el Tribunal de Cuentas para ""perseguir rivales"".

Así lo afirma el presidente de ERC, durante una entrevista con EFE.

https://t.co/MXZjJHI5Yd https://t.co/Yn8yTQLokx",autopromocio
1241,"És molt reconfortant passejar pels carrers de Collblanc i la Torrassa i poder mantenir converses interessants amb botiguers, entitats i companys. Gràcies, l’Hospitalet de Llobregat, per rebre’m tan bé! https://t.co/IbpgsAz2Wo",autopromocio
1242,"♥️ Moltes gràcies a tothom que avui ens heu acompanyat a la presentació del llibre d'Oriol @junqueras, #ContraLAdversitat, a Sant Vicenç dels Horts! 

Quina acollida tan meravellosa! La gent encara està fent cua perquè l'autor els dediqui el llibre! 🤩 https://t.co/2pB7twr8zf https://t.co/JgFsansN7Q",autopromocio
1243,"Feia temps que esperava poder explicar, al meu poble, Sant Vicenç dels Horts, les anècdotes viscudes a la presó, records d’infantesa i consells de cara al futur col·lectiu que he escrit al meu llibre #ContraLAdversitat. Gràcies per acompanyar-m’hi, @MaiteAymerich @alba_alfageme_ https://t.co/yQj9QcwFlL",autopromocio
1244,"Gràcies, Tortosa, per deixar-me compartir les anècdotes, històries i reflexions de vida que recullo al meu darrer llibre, #ContraLAdversitat. Ens retrobem ben aviat! https://t.co/a8y0WnB4XQ",autopromocio
1245,"#Política ▶️ El president d'ERC, Oriol Junqueras, afirma que “no és possible cap reinterpretació de l’herència del feixisme”.
@junqueras 
https://t.co/KCjy4teSV3",presidencia
1246,"🔴📖📔 Oriol Junqueras defensa que l’estratègia d’Esquerra Republicana és ‘la millor i més ràpida per assolir la independència’ https://t.co/wbC05MzvPX

@junqueras @Esquerra_ERC @ERCEbre https://t.co/DVLhhrSQkF",presidencia
1247,"📺🔴 #ENDIRECTE Aquest dimarts a les 12.30h, entrevista en directe a Canal Terres de l'Ebre a @junqueras, president @Esquerra_ERC @ERCEbre

🕖 Dimarts a les 12.30h // (R.) 16h - 21h - 23.30h - 2h - 11.30h - 14h https://t.co/Nq6a4Rfmde",autopromocio
1248,"Després de gairebé 4 anys de presó, és un plaer retrobar-me amb la gent de les Terres de l’Ebre i passejar pels seus carrers. Visitar-vos sempre ens ajuda a ser més i més forts. Gràcies per la rebuda! https://t.co/v5WNSrPmCO",presidencia
1249,"Demà, Oriol @junqueras presenta el nou llibre📚 #ContraLAdversitat, una crida per encarar els debats individuals i col·lectius que ens encaminen cap a una societat millor👫

🗣️Amb @MaiteAymerich i @alba_alfageme_ 
📅 21 de juliol
🕢 19.30h
📌 Sant Vicenç dels Horts

T’hi esperem! https://t.co/aFKA3440Tw",autopromocio
1250,"📺 Avui a les 22h no et perdis l'entrevista de Gustau Moreno a Oriol Junqueras a Canal 21 Ebre. 
@junqueras @Esquerra_ERC @ERCEbre https://t.co/EjDHgnIQx0",presidencia
1251,🔴 @junqueras: “Em vull comprometre a assegurar-vos que mai no estareu sols” https://t.co/Bq2tlIBeOP,autopromocio
1252,"La repressió no ens podrà aturar ni avui ni mai. Estem amb tu, exigim @Pol_Absolucio! 💪 https://t.co/lMYtaPo3D2",autopromocio
1253,"📢Som a les portes del TSJC, a Barcelona, fent costat a @Pol_Absolucio, a qui la Fiscalia demana 8 anys de presó per protestar🗣️ durant la vaga general pel judici de l’1-O

No estàs sol, Pol!✊ https://t.co/vvyvkvXvPb",justicia
1254,"La feina que hem anat construint, i que construïm entre totes i tots, va donant els seus fruits. 

Pel benestar i el futur del nostre país, seguim!

https://t.co/8neo5hLeVL",autopromocio
1255,"✊📚 Una finestra a l’optimisme i l’esperança. Us recomano l’últim llibre de @junqueras🎗️ des de la presó. ‘Contra l’adversitat’ ens ofereix una reflexió íntima i, a la vegada, per compartir, sobre com fer-nos més forts com a persones i com a país. 

Per llegir i compartir! https://t.co/drCltZwVfC",presidencia
1256,"Avui he pogut participar a l’acte #Òmnium60, celebrat a Elna, a la Catalunya Nord. Sempre al costat de la cultura, la llengua, la cohesió i els drets fonamentals! Hi faltaves tu, @martarovira https://t.co/XDUtKioxnB",autopromocio
1257,"L'acte #Òmnium60 conclou amb l'himne d'Els Segadors amb el MHP @KRLS Puigdemont, el vicepresident @junqueras, @ForcadellCarme, @jcuixart, @jordisanchezp, @MeritxellSerret, @ClaraPonsati, @LluisPuigGordi, @joseprull, @quimforn i @AnnaGaSabate. Visca Catalunya lliure! https://t.co/3m5asvwO9P",autopromocio
1258,"📸 Som a #Elna, celebrant els 60 anys d'@omnium en defensa dels drets culturals, linguístics i polítics ✊del nostre país. 

I seguim encara avui en tantes lluites conjuntes, també  per🎗️l'amnistia i 📩l'autodeterminació!

#Òmnium60 https://t.co/qrn4AO83x1",autopromocio
1259,"""La presó és un context dur, difícil. És on t'adones, de primera mà, de les ❌injustícies que hi arriba a haver al món"", diu @junqueras 

#Llibrestiu https://t.co/YKELVwK95J",autopromocio
1260,".@junqueras: ""Escrivim perquè no podíem parlar. Des de la 🎗️presó no pots dir coses oralment 🗣️als teus fills, a la gent jove...i com que no pots, l’alternativa és ✍️escriure"" https://t.co/NGKENVMTyE",autopromocio
1261,"📸 Oriol @junqueras presenta 📚el llibre 'Contra l'adversitat' ✊ a l'#EspaiAbacus d'@AbacusCoop

✍️L'últim llibre de @junqueras des de la 🎗️presó és una reflexió sobre la vida a la presó, i sobre el país i el seu futur https://t.co/PkHedOJfRw",autopromocio
1262,"Molt contenta de signar llibres a la llibreria Ona del carrer Pau Claris, ara cap a Sabadell a la Llar del llibre. https://t.co/LxenzmJucK",autopromocio
1263,"Oriol @junqueras presenta el llibre #ContraLAdversitat acompanyat d'@emparmoliner!

📍 Som a l'Espai @AbacusCoop https://t.co/uXHkXWOyak https://t.co/lysY5cCYBS",presidencia
1264,"Per celebrar el #Llibrestiu presentem #ContraLAdversitat, el llibre més íntim d'Oriol @junqueras, a l'Espai @AbacusCoop. 

L'acompanya @emparmoliner, que ha llegit un fragment del llibre: prohibit jugar a escacs! ♟️❌ https://t.co/7kJjaVfiWk",autopromocio
1265,"Gràcies, @emparmoliner per la conversa tan autèntica i amable que hem mantingut. Ha estat un plaer poder parlar de #ContraLAdversitat a la llibreria @AbacusCoop en el marc del #Llibrestiu https://t.co/cSoFHbBAAY",autopromocio
1266,"Avui, tot passejant per Vic, m’he retrobat amb persones encantadores, i he pogut signar i dedicar el meu darrer llibre, #ContraLadversitat, a la llibreria @MuntanyaLlibres. @martarovira, t’he tingut molt present! https://t.co/ZONWmogxyn",autopromocio
1267,"Per celebrar el #Llibrestiu, demà Oriol @Junqueras signarà i presentarà #ContraLAdversitat!

✍️ Firma de llibres
📍 12.30 h a @MuntanyaLlibres

💬 Presentació amb l'autor, acompanyat d'@emparmoliner
📍 19.30 h a Espai @AbacusCoop
🎟 Reserves: https://t.co/Shhhpwd3D0 https://t.co/0EIVieafJH",autopromocio
1268,"📣  Demà podràs trobar a @junqueras, @raulromeva, @ForcadellCarme, @dolorsbassac, @BassaMontse i @JnnDiaz signant 🖌️📚 llibres en diferents punts del país! Vine! 😉 

❗️Aquest estiu ☀️ no et perdis aquests 5⃣ llibres republicans! #Llibrestiu https://t.co/7jZK22b7fn",autopromocio
1269,"Aquest matí he pogut visitar el barri del Poblenou acompanyat d’ @Elisendalamany i @ernestmaragall. Ha estat un plaer poder escoltar i acompanyar la seva gent, treballadora i compromesa. Gràcies per acollir-m’hi tan bé! https://t.co/W5YRScOHcl",autopromocio
1270,"Ens ha deixat Ramon Basiana. Compromès amb el món del patinatge i en especial l’hoquei patins, gràcies per portar Catalunya al màxim reconeixement esportiu a nivell internacional. 
Una abraçada a la família i amics.
Que la terra et sigui lleu. https://t.co/w2QF0efvpm",autopromocio
1271,"Tenim tres dels imprescindibles, dels que ho donen tot pels drets de tothom i per la llibertat del país, en el punt de mira de la justícia espanyola. Acompanyem-los, defensem-los, i guanyem! 

Ens veiem a #Mataró avui amb el @junqueras, @PublicaJudici i @Pol_Absolucio! ✊✊✊ https://t.co/VXZW1eof0Q",autopromocio
1272,"🔴 @Junqueras: “No deixarem a ningú pel camí. Cadascú dels nostres és una peça imprescindible per arribar a l’autodeterminació, la independència i la República” https://t.co/xSXNOHF4vG",autopromocio
1273,"A #Mataró, @junqueras: “busquen moltes maneres de represaliar-nos de moltes formes diferents. Per això és important la solidaritat i acompanyar-nos, en totes les direccions possibles” @Pol_Absolucio @PublicaJudici #absolució #Amnistia #FreeThemAll https://t.co/56MYqhFQTY",autopromocio
1274,"Avui, he acompanyat el @JoventRepublica a Mataró, per fer costat a en @Pol_Absolucio i el col·lectiu @PublicaJudici. Contra la repressió incessant: solidaritat, amnistia i autodeterminació. No defallirem! https://t.co/bkYU37ditE",autopromocio
1275,"📸 Avui, hem celebrat l'Assemblea nacional de Dones d'@Esquerra_ERC ✊ Des d'@ERC_dones treballem per la revolució feminista que el país necessita 💜 https://t.co/w1O8GIvULC",autopromocio
1276,"Molta força i ànims! És una decisió encertada i responsable. Que demostra que el @JoventRepublica posa per davant l'interés col·lectiu. Tornarem més forts i fortes! Orgulloses de vosaltres! Seguim!
#SomdelesJERC #Cuidemnos https://t.co/Sq4sBXT1gP",autopromocio
1277,Enhorabona Òmnium per una trajectòria de compromís i construcció del futur del país! https://t.co/RytOwrwrOL,autopromocio
1278,"Gràcies, companys i companyes d'@omnium, per aquests 60 anys de feina i compromís amb la llengua, la cultura i la llibertat del país i la seva gent. Sou imprescindibles. Per molts anys més! https://t.co/PbfzH26agG",cultura
1279,"🗞️[ENTREVISTA] Oriol @Junqueras al diari francès @Mediapart: ""És important que Europa ens acompanyi en la defensa de la democràcia. Volem resoldre políticament el que és una qüestió política✊""

👀Llegeix-la aquí 👉 https://t.co/EVGbE4IuMq",autopromocio
1280,"Durant la meva estada a Brussel·les, vaig tenir el plaer de ser entrevistat per @Mediapart. Merci beaucoup pour votre temps! 

""Les grâces sont un élément très isolé, car la répression se poursuit"" ⬇️
https://t.co/zjPDSjPSPu",autopromocio
1281,"« Malgré les grâces, la répression continue », dit Oriol Junqueras le dirigeant indépendantiste catalan, qui vient de sortir de prison https://t.co/QtpE4y81Vb",presidencia
1282,"EFA MEPs welcomed Catalan politicians @junqueras, @raulromeva, @ForcadellCarme and @dolorsbassac to the European Parliament in Strasbourg this week.

The four former members of the Catalan government were recently released after four years in prison. ⬇️

https://t.co/DCqYVSLoLp https://t.co/WGqK32ecap",presidencia
1283,"🗞️[INTERVIEW] @Esquerra_ERC leader Oriol @junqueras: ""We want a Catalan republic with the best possible ✅ relations with Spain, within the #European 🇪🇺 institutions and the international community""

📲 By @EURACTIV &amp; @europressos 👇🏽
https://t.co/dDuiM8ir2j",presidencia
1284,"Now released from prison with a #pardon from the Spanish government, former Catalan vice-president @junqueras advocates a negotiated solution to the problem between #Catalan &amp; #Spanish governments. @europressos interviews. 👇 
https://t.co/iIh0bA3kRZ",autopromocio
